customerID,Churn_Probability,Risk_Category,Charge_Score,Priority_Score,Priority_Group,tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Partner,Dependents
4717-GHADL,0.041733558673180904,Low Risk,0.6703157894736842,0.2303082279133319,Priority 3,50,79.6,4024.2,Two year,Mailed check,DSL,No,Yes,No,Yes,Yes,Yes,No,No
5501-TVMGM,0.6497992951470151,High Risk,0.4652631578947368,0.5944384539713315,Priority 2,1,55.25,55.25,Month-to-month,Electronic check,DSL,No,No,No,No,No,Yes,No,No
5879-HMFFH,0.014541801481997444,Low Risk,0.7414736842105263,0.2326213663005561,Priority 3,72,88.05,6520.8,Two year,Bank transfer (automatic),DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
6772-WFQRD,0.03495246086125023,Low Risk,0.17178947368421052,0.07600356470813831,Priority 3,40,20.4,854.9,One year,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes
3810-DVDQQ,0.017054074552466453,Low Risk,0.9903157894736841,0.30903258902883174,Priority 3,72,117.6,8308.9,Two year,Bank transfer (automatic),Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6972-SNKKW,0.0913293463359277,Low Risk,0.16842105263157894,0.11445685822462306,Priority 3,6,20.0,109.2,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
3694-GLTJM,0.14515916562571976,Low Risk,0.1654736842105263,0.1512535212011617,Priority 3,5,19.65,92.05,Month-to-month,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
8550-XSXUQ,0.12635872581567698,Low Risk,0.5941052631578947,0.2666826870183423,Priority 3,48,70.55,3420.5,One year,Credit card (automatic),DSL,No,Yes,Yes,No,No,Yes,Yes,No
8149-RSOUN,0.9265029226421782,Very High Risk,0.7903157894736842,0.8856467826916299,Priority 1,1,93.85,93.85,Month-to-month,Electronic check,Fiber optic,No,No,No,No,Yes,Yes,No,No
9055-MOJJJ,0.03690929421385483,Low Risk,0.5541052631578948,0.1920680848970668,Priority 3,64,65.8,4068.0,One year,Mailed check,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes
4359-INNWN,0.04318570599922915,Low Risk,0.1688421052631579,0.08088262577840777,Priority 3,17,20.05,337.9,One year,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
0585-EGDDA,0.3867297896303636,Medium Risk,0.6736842105263158,0.47281611589914924,Priority 3,40,80.0,3168.75,Month-to-month,Electronic check,Fiber optic,No,Yes,Yes,No,No,No,Yes,No
4032-RMHCI,0.05092437032244269,Low Risk,0.2981052631578947,0.1250786381730783,Priority 3,41,35.4,1412.4,One year,Credit card (automatic),DSL,Yes,No,Yes,No,No,No,Yes,Yes
0549-CYCQN,0.12046249890930046,Low Risk,0.6703157894736842,0.28541848607861553,Priority 3,51,79.6,3974.7,One year,Bank transfer (automatic),Fiber optic,No,Yes,No,No,No,No,No,No
3481-JHUZH,0.4335960086627235,Medium Risk,0.6757894736842105,0.5062540481691695,Priority 2,41,80.25,3439.0,Month-to-month,Electronic check,Fiber optic,No,Yes,No,No,No,No,Yes,No
7250-EQKIY,0.5589622767159408,Medium Risk,0.4248421052631579,0.5187262252801059,Priority 2,1,50.45,50.45,Month-to-month,Mailed check,DSL,No,No,Yes,No,No,No,Yes,Yes
3594-IVHJZ,0.12279117000138678,Low Risk,0.17221052631578948,0.13761697689570757,Priority 3,2,20.45,42.45,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
6869-FGJJC,0.0807578402615283,Low Risk,0.6703157894736842,0.25762522502517504,Priority 3,68,79.6,5461.45,One year,Credit card (automatic),Fiber optic,No,Yes,Yes,No,No,No,No,No
3896-ZVNET,0.018886024829986976,Low Risk,0.208,0.07562021738099088,Priority 3,24,24.7,571.75,Two year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
8205-VSLRB,0.02271481436554149,Low Risk,0.6509473684210526,0.21118458058219483,Priority 3,70,77.3,5498.2,Two year,Credit card (automatic),DSL,Yes,No,Yes,Yes,No,Yes,Yes,No
5960-MVTUK,0.3477335224569857,Medium Risk,0.2505263157894737,0.31857136045673207,Priority 3,3,29.75,96.85,Month-to-month,Electronic check,DSL,No,No,No,Yes,No,No,No,No
6817-WTYHE,0.3676661845754246,Medium Risk,0.3781052631578947,0.37079790815016567,Priority 3,2,44.9,111.05,Month-to-month,Bank transfer (automatic),DSL,No,No,No,No,No,No,No,No
3082-VQXNH,0.34244531988818944,Medium Risk,0.25094736842105264,0.3149959344480484,Priority 3,3,29.8,94.4,Month-to-month,Credit card (automatic),DSL,No,Yes,No,No,No,No,Yes,No
4013-UBXWQ,0.47579386268825574,Medium Risk,0.6286315789473684,0.5216451775659896,Priority 2,7,74.65,521.1,Month-to-month,Electronic check,DSL,No,No,No,Yes,Yes,Yes,No,No
4931-TRZWN,0.28952981462263155,Low Risk,0.6058947368421053,0.38443929128847365,Priority 3,13,71.95,923.85,Month-to-month,Electronic check,DSL,Yes,No,No,No,Yes,Yes,No,No
0750-EKNGL,0.08946540747983767,Low Risk,0.17473684210526316,0.1150468378674653,Priority 3,7,20.75,141.1,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
7669-LCRSD,0.25881182185574975,Low Risk,0.4741052631578947,0.3233998542463932,Priority 3,12,56.3,628.65,Month-to-month,Mailed check,DSL,No,No,No,No,Yes,No,Yes,Yes
3567-PQTSO,0.33131041936077454,Medium Risk,0.8863157894736842,0.4978120303946474,Priority 3,53,105.25,5576.3,One year,Electronic check,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes
5519-NPHVG,0.8175454011545485,Very High Risk,0.7932631578947369,0.810260728176605,Priority 1,12,94.2,1046.1,Month-to-month,Electronic check,Fiber optic,No,No,No,No,Yes,Yes,No,No
8043-PNYSD,0.016941631129881538,Low Risk,0.16463157894736843,0.06124861547512761,Priority 3,63,19.55,1245.6,Two year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
9938-EKRGF,0.1173978098508749,Low Risk,0.7111578947368421,0.29552583531666504,Priority 3,15,84.45,1287.85,Month-to-month,Mailed check,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No
2703-AMTUL,0.04458264017932313,Low Risk,0.4517894736842105,0.16674469023078933,Priority 3,36,53.65,1939.35,One year,Mailed check,DSL,Yes,Yes,No,No,No,No,Yes,Yes
0928-JMXNP,0.41968967900586174,Medium Risk,0.2517894736842105,0.36931961740936636,Priority 3,4,29.9,118.25,Month-to-month,Electronic check,DSL,No,No,Yes,No,No,No,Yes,No
8173-RXAYP,0.01784873296910962,Low Risk,0.16589473684210526,0.06226253413100832,Priority 3,24,19.7,452.55,Two year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
4825-XJGDM,0.03993303585608751,Low Risk,0.36800000000000005,0.13835312509926126,Priority 3,61,43.7,2696.55,One year,Credit card (automatic),DSL,Yes,Yes,Yes,Yes,No,No,No,No
5402-HTOTQ,0.2573848232566757,Low Risk,0.46568421052631576,0.3198746394375677,Priority 3,16,55.3,875.35,Month-to-month,Electronic check,DSL,No,Yes,No,No,No,No,No,No
6734-JDTTV,0.017417702153025832,Low Risk,0.16715789473684212,0.062339759928170715,Priority 3,65,19.85,1267.05,Two year,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
7850-THJMU,0.018008254497816983,Low Risk,0.1654736842105263,0.062247883411629776,Priority 3,26,19.65,494.9,Two year,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
3890-RTCMS,0.15958687768450958,Low Risk,0.41642105263157897,0.2366371301686304,Priority 3,16,49.45,799.0,Month-to-month,Mailed check,DSL,No,No,No,Yes,No,No,No,No
8849-GYOKR,0.1867875357174806,Low Risk,0.8972631578947369,0.39993022237065745,Priority 3,54,106.55,5763.3,One year,Bank transfer (automatic),Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,No
3148-BLQJT,0.3894893773109923,Medium Risk,0.16926315789473687,0.32342151148611564,Priority 3,1,20.1,20.1,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
3717-FDJFU,0.026729485182783414,Low Risk,0.17221052631578948,0.07037379752268523,Priority 3,5,20.45,106.9,Two year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes
3665-JATSN,0.4430448932919491,Medium Risk,0.33431578947368423,0.41042616214646965,Priority 3,19,39.7,710.05,Month-to-month,Electronic check,DSL,No,Yes,No,No,No,Yes,No,No
7966-YOTQW,0.2365542220506615,Low Risk,0.4589473684210526,0.3032721659617788,Priority 3,10,54.5,568.2,Month-to-month,Credit card (automatic),DSL,Yes,No,No,No,No,No,No,No
0461-CVKMU,0.26718826075365026,Low Risk,0.7056842105263158,0.3987370456854499,Priority 3,23,83.8,1900.25,Month-to-month,Electronic check,Fiber optic,No,Yes,Yes,Yes,No,No,Yes,Yes
8806-EAGWC,0.37753031177260254,Medium Risk,0.46442105263157896,0.40359753403029547,Priority 3,3,55.15,159.15,Month-to-month,Mailed check,DSL,No,No,No,No,Yes,No,No,No
8853-TZDGH,0.03622126158670314,Low Risk,0.9397894736842105,0.3072917252159553,Priority 3,72,111.6,8012.75,Two year,Bank transfer (automatic),Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,No
7779-LGOVN,0.7634126113148527,High Risk,0.7296842105263158,0.7532940910782916,Priority 1,10,86.65,856.65,Month-to-month,Electronic check,Fiber optic,No,No,No,No,No,Yes,Yes,No
4324-BZCKL,0.2576555732416965,Low Risk,0.4677894736842105,0.3206957433744507,Priority 3,10,55.55,551.3,Month-to-month,Mailed check,DSL,No,Yes,Yes,No,No,No,Yes,Yes
6924-TDGMT,0.05295827705061064,Low Risk,0.17305263157894737,0.08898658340911166,Priority 3,11,20.55,184.95,One year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
9710-ZUSHQ,0.4316172396054654,Medium Risk,0.8989473684210526,0.5718162782501415,Priority 2,37,106.75,4056.75,Month-to-month,Bank transfer (automatic),Fiber optic,Yes,Yes,No,No,Yes,Yes,No,No
1536-YHDOE,0.06835753300839419,Low Risk,0.5229473684210526,0.20473448363219168,Priority 3,17,62.1,1096.65,One year,Mailed check,DSL,Yes,No,No,Yes,No,No,Yes,Yes
8123-QBNAZ,0.3856807008775805,Medium Risk,0.88,0.5339764906143063,Priority 2,36,104.5,3684.95,Month-to-month,Credit card (automatic),Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes
3629-ZNKXA,0.5850177541273064,Medium Risk,0.8572631578947368,0.6666913752575355,Priority 2,17,101.8,1752.45,Month-to-month,Electronic check,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,No
4827-LTQRJ,0.09338856537415406,Low Risk,0.9313684210526315,0.3447825220776973,Priority 3,66,110.6,7210.85,One year,Credit card (automatic),Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
7711-YIJWC,0.05364834865013869,Low Risk,0.7149473684210527,0.2520380545814129,Priority 3,61,84.9,5264.5,One year,Bank transfer (automatic),DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5482-VXSXJ,0.4234250982310769,Medium Risk,0.7848421052631579,0.5318502003407011,Priority 2,22,93.2,2157.3,Month-to-month,Mailed check,Fiber optic,No,Yes,No,No,Yes,Yes,No,No
7365-BVCJH,0.569205103369455,Medium Risk,0.2054736842105263,0.4600856776217763,Priority 3,1,24.4,24.4,Month-to-month,Electronic check,DSL,No,No,No,No,No,No,No,No
9620-ENEJV,0.48188519256590656,Medium Risk,0.5941052631578947,0.515551213743503,Priority 2,6,70.55,433.95,Month-to-month,Credit card (automatic),Fiber optic,No,No,No,No,No,No,No,No
4183-WCSEP,0.3250670664985771,Medium Risk,0.6606315789473685,0.42573642023321445,Priority 3,31,78.45,2435.15,Month-to-month,Electronic check,Fiber optic,No,Yes,No,Yes,No,No,No,No
2378-YIZKA,0.021428136410000412,Low Risk,0.7157894736842105,0.22973653759226342,Priority 3,68,85.0,5607.75,Two year,Credit card (automatic),DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5498-TXHLF,0.4198691354534997,Medium Risk,0.736421052631579,0.5148347106069234,Priority 2,34,87.45,2874.15,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,Yes,No,Yes,Yes
0689-DSXGL,0.14299393426155596,Low Risk,0.7225263157894737,0.31685364871993127,Priority 3,52,85.8,4433.3,Month-to-month,Bank transfer (automatic),Fiber optic,No,Yes,Yes,Yes,No,No,Yes,Yes
6818-DJXAA,0.6120597564509814,High Risk,0.767157894736842,0.6585891979367395,Priority 2,10,91.1,964.35,Month-to-month,Electronic check,Fiber optic,No,No,Yes,Yes,Yes,No,No,Yes
9722-UJOJR,0.34928500255694916,Medium Risk,0.5957894736842105,0.42323634389512754,Priority 3,29,70.75,1974.8,Month-to-month,Electronic check,Fiber optic,No,No,No,No,No,No,Yes,Yes
0464-WJTKO,0.009967886917250778,Low Risk,0.16926315789473687,0.0577564682104966,Priority 3,72,20.1,1460.85,Two year,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
8902-ZEOVF,0.03312794964358362,Low Risk,0.1688421052631579,0.0738421963294559,Priority 3,47,20.05,951.55,One year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
6778-EICRF,0.07408297437458608,Low Risk,0.6298947368421053,0.24082650311484183,Priority 3,24,74.8,1821.2,One year,Mailed check,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes
2662-NNTDK,0.03817349238146848,Low Risk,0.2088421052631579,0.0893740762459753,Priority 3,65,24.8,1600.95,One year,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
4132-KALRO,0.858157826666665,Very High Risk,0.8492631578947368,0.8554894260350865,Priority 1,4,100.85,399.25,Month-to-month,Mailed check,Fiber optic,No,No,No,Yes,Yes,Yes,No,No
3902-FOIGH,0.7928585811011472,High Risk,0.8534736842105263,0.8110431120339608,Priority 1,12,101.35,1218.55,Month-to-month,Electronic check,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,No
6772-KSATR,0.7990276593983078,High Risk,0.6880000000000001,0.7657193615788155,Priority 1,1,81.7,81.7,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,No,No,No,No
7112-OPOTK,0.2931184086126282,Low Risk,0.5747368421052632,0.3776039386604187,Priority 3,33,68.25,2171.15,Month-to-month,Electronic check,Fiber optic,No,No,No,No,No,No,No,No
2874-YXVVA,0.40445069938542805,Medium Risk,0.8850526315789473,0.5486312790434837,Priority 2,34,105.1,3634.8,Month-to-month,Electronic check,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,No
1245-HARPS,0.02211664870729459,Low Risk,0.17178947368421052,0.06701849620036937,Priority 3,14,20.4,292.4,Two year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
4210-QFJMF,0.7111948240556117,High Risk,0.6665263157894737,0.6977942715757703,Priority 2,4,79.15,317.25,Month-to-month,Electronic check,Fiber optic,No,No,No,No,No,Yes,No,No
4323-ELYYB,0.03811125484857125,Low Risk,0.16842105263157894,0.07720419418347356,Priority 3,13,20.0,218.55,One year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
4293-ETKAP,0.03648603944787829,Low Risk,0.6686315789473685,0.22612970129772533,Priority 3,65,79.4,5071.9,Two year,Bank transfer (automatic),DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes
6064-PUPMC,0.042340869180950015,Low Risk,0.4816842105263158,0.17414387158455977,Priority 3,23,57.2,1423.35,One year,Credit card (automatic),DSL,Yes,No,No,Yes,No,No,Yes,Yes
6504-VBLFL,0.038035992086043365,Low Risk,0.49347368421052634,0.17466729972338824,Priority 3,55,58.6,3068.6,Two year,Electronic check,DSL,Yes,Yes,Yes,No,No,No,Yes,No
6322-PJJDJ,0.10543050205996621,Low Risk,0.7983157894736842,0.3132960882840816,Priority 3,49,94.8,4690.65,Two year,Electronic check,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,No
0330-BGYZE,0.16364518613961387,Low Risk,0.8631578947368421,0.37349899871878234,Priority 3,60,102.5,6157.6,One year,Bank transfer (automatic),Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No
1085-LDWAM,0.02831985942225421,Low Risk,0.1713684210526316,0.07123442791136742,Priority 3,69,20.35,1442.65,One year,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
7586-ZATGZ,0.4749862071821002,Medium Risk,0.7149473684210527,0.5469745555537859,Priority 2,40,84.9,3369.05,Month-to-month,Electronic check,Fiber optic,No,No,No,No,Yes,No,No,No
7197-VOJMM,0.02560936823459922,Low Risk,0.5827368421052632,0.1927476103957984,Priority 3,67,69.2,4671.65,Two year,Credit card (automatic),DSL,Yes,Yes,No,Yes,No,Yes,Yes,No
3318-OSATS,0.5536605313373618,Medium Risk,0.8037894736842105,0.6286992140414164,Priority 2,35,95.45,3474.05,Month-to-month,Electronic check,Fiber optic,No,No,No,No,Yes,Yes,No,No
5828-AVIPD,0.4503984588729794,Medium Risk,0.8501052631578948,0.5703105001584541,Priority 2,19,100.95,1875.55,One year,Electronic check,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Yes
1843-TLSGD,0.021477420635403876,Low Risk,0.17557894736842106,0.06770787865530903,Priority 3,13,20.85,272.35,Two year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
9626-VFRGG,0.3130118915476443,Medium Risk,0.7452631578947368,0.442687271451772,Priority 3,41,88.5,3645.05,Month-to-month,Bank transfer (automatic),Fiber optic,No,Yes,No,No,Yes,No,No,Yes
7075-BNDVQ,0.2375703424962556,Low Risk,0.29473684210526313,0.2547202923789579,Priority 3,4,35.0,135.75,Month-to-month,Mailed check,DSL,Yes,No,Yes,No,No,No,No,No
9143-CANJF,0.12088207798711188,Low Risk,0.46442105263157896,0.223943770380452,Priority 3,24,55.15,1319.85,Month-to-month,Electronic check,DSL,Yes,No,No,Yes,No,No,Yes,Yes
7284-BUYEC,0.5355030465667574,Medium Risk,0.4290526315789474,0.5035679220704143,Priority 2,5,50.95,229.4,Month-to-month,Credit card (automatic),DSL,No,Yes,No,No,Yes,Yes,No,No
2041-JIJCI,0.5225721477796496,Medium Risk,0.5389473684210526,0.5274847139720704,Priority 2,5,64.0,370.25,Month-to-month,Electronic check,DSL,No,Yes,No,No,No,Yes,No,No
1086-LXKFY,0.8291476738937369,Very High Risk,0.5818947368421052,0.7549717927782473,Priority 1,1,69.1,69.1,Month-to-month,Mailed check,Fiber optic,No,No,No,No,No,No,Yes,Yes
4900-MSOMT,0.012356079565746685,Low Risk,0.6753684210526316,0.21125978201181217,Priority 3,72,80.2,5714.2,Two year,Bank transfer (automatic),DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
2229-VWQJH,0.1790751997214122,Low Risk,0.41515789473684206,0.24990000822604114,Priority 3,24,49.3,1233.25,Month-to-month,Credit card (automatic),DSL,No,No,Yes,No,No,No,No,No
9194-GFVOI,0.02771635184771106,Low Risk,0.7103157894736841,0.23249618313550297,Priority 3,42,84.35,3571.6,Two year,Credit card (automatic),DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1336-EZFZY,0.09246876912899397,Low Risk,0.1688421052631579,0.11538076996924315,Priority 3,4,20.05,83.3,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
4282-MSACW,0.16082951548552246,Low Risk,0.9869473684210527,0.4086648713661815,Priority 3,68,117.2,8035.95,One year,Credit card (automatic),Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No
1403-LKLIK,0.03348255922362568,Low Risk,0.16926315789473687,0.07421673882495904,Priority 3,33,20.1,579.4,One year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
2636-ALXXZ,0.8664805122893809,Very High Risk,0.5861052631578947,0.782367937549935,Priority 1,1,69.6,69.6,Month-to-month,Electronic check,Fiber optic,No,No,No,No,No,No,No,No
7774-OJSXI,0.5060897412365231,Medium Risk,0.8711578947368421,0.6156101872866186,Priority 2,31,103.45,3066.45,One year,Electronic check,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,No
7786-WBJYI,0.5844966372266126,Medium Risk,0.656421052631579,0.6060739618481025,Priority 2,4,77.95,305.55,Month-to-month,Bank transfer (automatic),Fiber optic,No,Yes,No,No,No,No,No,No
0136-IFMYD,0.24668659100668455,Low Risk,0.9258947368421053,0.4504490347573108,Priority 3,69,109.95,7634.25,Two year,Electronic check,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No
5144-TVGLP,0.46511108740465446,Medium Risk,0.7978947368421052,0.5649461822358897,Priority 2,38,94.75,3653.0,Month-to-month,Electronic check,Fiber optic,No,No,No,No,Yes,Yes,No,No
9643-AVVWI,0.5410385569095445,Medium Risk,0.6736842105263158,0.5808322529945759,Priority 2,3,80.0,241.3,Month-to-month,Electronic check,Fiber optic,No,Yes,No,Yes,No,No,Yes,Yes
0253-ZTEOB,0.03889960289056469,Low Risk,0.6707368421052632,0.2284507746549742,Priority 3,48,79.65,3870.3,Two year,Electronic check,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes
2706-QZIHY,0.024848088920593404,Low Risk,0.21221052631578946,0.08105682013915222,Priority 3,15,25.2,387.9,Two year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
6061-PQHMK,0.03602435151980571,Low Risk,0.16757894736842105,0.07549073027439031,Priority 3,25,19.9,527.5,One year,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
9885-CSMWE,0.8720119987043684,Very High Risk,0.6606315789473685,0.8085978727772685,Priority 1,1,78.45,78.45,Month-to-month,Electronic check,Fiber optic,No,No,No,No,Yes,No,No,No
6137-MFAJN,0.17150617798164736,Low Risk,0.3772631578947368,0.23323327195557417,Priority 3,48,44.8,2104.55,Month-to-month,Electronic check,DSL,Yes,Yes,No,No,Yes,No,No,No
9122-UMROB,0.2779053607515229,Low Risk,0.17094736842105263,0.2458179630523818,Priority 3,1,20.3,20.3,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
4232-JGKIY,0.1702250954332572,Low Risk,0.1616842105263158,0.16766282996117476,Priority 3,1,19.2,19.2,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
2402-TAIRZ,0.11815169216607622,Low Risk,0.6741052631578948,0.28493776346362176,Priority 3,37,80.05,3019.1,One year,Electronic check,Fiber optic,No,Yes,Yes,No,No,No,No,No
9659-ZTWSM,0.213539734100671,Low Risk,0.9039999999999999,0.42067781387046965,Priority 3,66,107.35,7051.95,One year,Bank transfer (automatic),Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No
9139-TWBAS,0.04958646317512273,Low Risk,0.40294736842105267,0.1555947347489017,Priority 3,26,47.85,1190.5,One year,Bank transfer (automatic),DSL,Yes,Yes,Yes,No,Yes,No,Yes,No
6685-GBWJZ,0.04395114044203163,Low Risk,0.5962105263157894,0.20962895620415894,Priority 3,63,70.8,4448.8,One year,Credit card (automatic),DSL,Yes,Yes,No,Yes,Yes,No,Yes,No
5016-ETTFF,0.31414996840172016,Medium Risk,0.24842105263157896,0.2944312936706778,Priority 3,10,29.5,255.25,Month-to-month,Mailed check,DSL,No,No,Yes,No,No,No,No,No
3866-MDTUB,0.41974301890614524,Medium Risk,0.5957894736842105,0.47255695533956477,Priority 3,2,70.75,146.9,Month-to-month,Electronic check,DSL,Yes,No,No,No,Yes,Yes,No,No
2195-VVRJF,0.2059309186567932,Low Risk,0.4976842105263158,0.29345690621764997,Priority 3,18,59.1,1011.05,Month-to-month,Credit card (automatic),DSL,Yes,No,No,No,No,Yes,Yes,No
3913-RDSJZ,0.016007315262040966,Low Risk,0.2151578947368421,0.0757524891044813,Priority 3,64,25.55,1714.95,Two year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
8058-JMEQO,0.8083590620825695,Very High Risk,0.7111578947368421,0.7791987118788513,Priority 1,9,84.45,762.5,Month-to-month,Electronic check,Fiber optic,No,No,No,No,No,Yes,No,No
4203-QGNZA,0.0626066314648541,Low Risk,0.1705263157894737,0.09498253676223997,Priority 3,28,20.25,535.35,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes
5043-TRZWM,0.7306580658108259,High Risk,0.6362105263157894,0.702323803962315,Priority 1,1,75.55,75.55,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,No,No,No,No
0697-ZMSWS,0.7978916555960637,High Risk,0.7212631578947369,0.7749031062856656,Priority 1,4,85.65,338.9,Month-to-month,Electronic check,Fiber optic,No,No,No,No,No,Yes,No,No
7657-DYEPJ,0.08750725988361756,Low Risk,0.5907368421052632,0.23847613455011127,Priority 3,38,70.15,2497.35,One year,Credit card (automatic),DSL,No,Yes,Yes,Yes,Yes,No,No,No
9494-BDNNC,0.17186590824996975,Low Risk,0.8025263157894736,0.3610640305118209,Priority 3,66,95.3,6273.4,One year,Electronic check,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,No
1640-PLFMP,0.8127469361777219,Very High Risk,0.5915789473684211,0.7463965395349316,Priority 1,1,70.25,70.25,Month-to-month,Electronic check,Fiber optic,No,No,No,No,No,No,No,No
5366-OBVMR,0.1525357482393078,Low Risk,0.42357894736842105,0.23384870797804175,Priority 3,18,50.3,908.75,Month-to-month,Mailed check,DSL,No,No,No,Yes,No,No,Yes,No
8276-MQBYC,0.6324041679911575,High Risk,0.8235789473684211,0.6897566018043365,Priority 2,51,97.8,4913.3,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,Yes,Yes,No,No
7644-OMVMY,0.04159293726256829,Low Risk,0.16715789473684212,0.07926242450485044,Priority 3,0,19.85,0.0,Two year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
7593-XFKDI,0.5077722401850286,Medium Risk,0.38989473684210524,0.4724089891821516,Priority 3,1,46.3,46.3,Month-to-month,Mailed check,DSL,No,No,No,No,No,No,No,No
4573-JKNAE,0.02241845203213563,Low Risk,0.16294736842105265,0.06457712694881074,Priority 3,12,19.35,212.3,Two year,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes
0337-CNPZE,0.6422581345646814,High Risk,0.895157894736842,0.7181280626163296,Priority 1,41,106.3,4443.45,Month-to-month,Electronic check,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,No
9817-APLHW,0.14133502429269587,Low Risk,0.21052631578947367,0.1620924117417292,Priority 3,12,25.0,316.2,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
8380-MQINP,0.015163747416846465,Low Risk,0.17094736842105263,0.06189883371810831,Priority 3,55,20.3,1079.05,Two year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
