customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn_Probability,Risk_Category,Charge_Score,Priority_Score,Priority_Group,Churn
6352-GIGGQ,Male,0,No,No,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),88.8,5903.15,0.0681720782487902,Low Risk,0.7477894736842104,0.2720572968794163,Priority 3,No
3635-QQRQD,Male,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.05,1201.65,0.0176815847329613,Low Risk,0.1688421052631579,0.0630297408920203,Priority 3,No
6771-XWBDM,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,5921.35,0.3797410460605443,Medium Risk,0.88,0.5298187322423811,Priority 2,Yes
2897-DOVND,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,146.65,0.6344264169927689,High Risk,0.5877894736842105,0.6204353340002013,Priority 2,No
3082-YVEKW,Female,0,Yes,Yes,23,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),77.15,1759.4,0.0218630011244153,Low Risk,0.6496842105263159,0.2102093639449854,Priority 3,No
0191-EQUUH,Female,0,No,Yes,25,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),35.05,844.45,0.0277453547026908,Low Risk,0.295157894736842,0.1079691167129362,Priority 3,No
7134-HBPBS,Female,1,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.1,7774.05,0.0361010226288212,Low Risk,0.9103157894736842,0.2983654526822801,Priority 3,No
3489-HHPFY,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.05,134.05,0.8268609477022628,Very High Risk,0.7077894736842105,0.7911395054968471,Priority 1,No
2926-JEJJC,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.2,140.95,0.0544234133832306,Low Risk,0.1701052631578947,0.0891279683156298,Priority 3,No
8601-QACRS,Female,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.6,249.95,0.4710357440992164,Medium Risk,0.4261052631578947,0.4575565998168198,Priority 3,Yes
4950-BDEUX,Male,0,No,No,35,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.2,1701.65,0.2690513239253228,Low Risk,0.4143157894736842,0.3126306635898312,Priority 3,No
5789-LDFXO,Male,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.6,592.65,0.0573196957939434,Low Risk,0.2071578947368421,0.102271155476813,Priority 3,No
0508-OOLTO,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,135.75,0.6384620047161212,High Risk,0.6033684210526317,0.6279339296170743,Priority 2,No
2984-TBYKU,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),104.9,7732.65,0.0954670633726098,Low Risk,0.8833684210526316,0.3318374706766163,Priority 3,No
9822-WMWVG,Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.5,4282.4,0.4439213944262382,Medium Risk,0.8968421052631579,0.5797976076773141,Priority 2,No
2391-SOORI,Male,0,No,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.35,219.65,0.2393307128002207,Low Risk,0.415578947368421,0.2922051831706808,Priority 3,Yes
9040-KZVWO,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),75.5,2018.1,0.051060593779918,Low Risk,0.6357894736842106,0.2264792577512057,Priority 3,No
2645-QTLMB,Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,669.0,0.6872378155573832,High Risk,0.7936842105263158,0.7191717340480629,Priority 1,Yes
4806-HIPDW,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.95,68.95,0.8549513175133561,Very High Risk,0.5806315789473685,0.7726553959435598,Priority 1,Yes
1548-ARAGG,Female,0,Yes,Yes,4,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,58.5,224.85,0.2982051534743245,Low Risk,0.4926315789473684,0.3565330811162377,Priority 3,No
6339-RZCBJ,Male,0,No,No,48,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),78.9,3771.5,0.0314417104483838,Low Risk,0.664421052631579,0.2213355131033423,Priority 3,No
4424-TKOPW,Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,196.75,0.86494973572133,Very High Risk,0.7903157894736842,0.8425595518470362,Priority 1,Yes
4415-WNGVR,Female,1,Yes,No,12,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,79.2,943.85,0.1473266589495584,Low Risk,0.6669473684210526,0.3032128717910066,Priority 3,No
2522-AHJXR,Male,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.45,6572.85,0.2368752690820366,Low Risk,0.9216842105263158,0.4423179515153204,Priority 3,No
0412-UCCNP,Male,0,No,No,55,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,59.2,3175.85,0.0365507131287636,Low Risk,0.4985263157894737,0.1751433939269766,Priority 3,No
1816-FLZDK,Male,0,No,No,1,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,29.15,29.15,0.3370065220041822,Medium Risk,0.2454736842105263,0.3095466706660854,Priority 3,No
7096-UCLNH,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,0.3894893773109923,Medium Risk,0.1688421052631579,0.323295195696642,Priority 3,No
8443-ZRDBZ,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,318.9,0.7315675529338375,High Risk,0.6404210526315789,0.7042236028431599,Priority 1,Yes
9136-ALYBR,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.45,24.45,0.6306311683685004,High Risk,0.2058947368421052,0.5032102389105818,Priority 2,Yes
4615-PIVVU,Female,0,No,No,42,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),66.5,2762.75,0.0348661121429213,Low Risk,0.56,0.1924062785000449,Priority 3,No
8885-QSQBX,Female,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),49.55,49.55,0.3038383712751364,Medium Risk,0.4172631578947368,0.3378658072610165,Priority 3,No
7479-NITWS,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.35,631.85,0.7558834610943332,High Risk,0.7524210526315789,0.7548447385555069,Priority 1,Yes
8617-ENBDS,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),73.6,232.5,0.5430488295306156,Medium Risk,0.6197894736842104,0.5660710227766941,Priority 2,No
9385-NXKDA,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),82.65,5919.35,0.0241369246246538,Low Risk,0.6960000000000001,0.2256958472372577,Priority 3,No
0430-IHCDJ,Male,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.0,749.25,0.4942882147644373,Medium Risk,0.4126315789473684,0.4697912240193166,Priority 3,No
2959-MJHIC,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.35,307.4,0.711518112619387,High Risk,0.6766315789473684,0.7010521525177813,Priority 1,Yes
6674-KVJHG,Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.2,245.15,0.0684139521607511,Low Risk,0.2122105263157894,0.1115529244072626,Priority 3,No
1814-DKOLC,Female,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.45,134.75,0.1306943152692915,Low Risk,0.2143157894736842,0.1557807575306093,Priority 3,No
4201-JMNGR,Female,1,No,No,1,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,55.8,55.8,0.718978636080151,High Risk,0.4698947368421052,0.6442534663087371,Priority 2,Yes
9351-HXDMR,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.9,8240.85,0.0503719735773438,Low Risk,0.9338947368421052,0.3154288025567723,Priority 3,No
3537-HPKQT,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),77.75,4266.4,0.2428615373494393,Low Risk,0.6547368421052632,0.3664241287761864,Priority 3,No
2129-ALKBS,Female,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.2,1077.5,0.0893537489816019,Low Risk,0.2206315789473684,0.1287370979713318,Priority 3,No
5821-MMEIL,Female,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1115.6,0.01604559957769,Low Risk,0.167578947368421,0.0615056039149093,Priority 3,No
5960-WPXQM,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.05,79.05,0.8891901298836266,Very High Risk,0.6656842105263158,0.8221383540764333,Priority 1,Yes
0684-AOSIH,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,95.0,0.8154647280895424,Very High Risk,0.8,0.8108253096626796,Priority 1,Yes
8260-NGFNY,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.2,25.2,0.519886641003531,Medium Risk,0.2122105263157894,0.4275838065972085,Priority 3,Yes
1309-XGFSN,Male,1,Yes,Yes,52,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,80.85,4079.55,0.1749158575153923,Low Risk,0.6808421052631578,0.3266937318397219,Priority 3,No
1866-RZZQS,Male,1,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.4,4187.75,0.7270571502883437,High Risk,0.8286315789473685,0.7575294788860512,Priority 1,Yes
6968-URWQU,Male,0,Yes,No,43,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,56.35,2391.15,0.1078327055743283,Low Risk,0.4745263157894737,0.2178407886388719,Priority 3,No
4742-TXUEX,Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.3,890.5,0.0152749273476563,Low Risk,0.1625263157894736,0.0594503438802015,Priority 3,No
9631-XEYKE,Male,0,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.4,137.25,0.4008502554208336,Medium Risk,0.4244210526315789,0.4079214945840572,Priority 3,No
8631-NBHFZ,Male,1,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),79.4,5154.6,0.0284925773657984,Low Risk,0.6686315789473685,0.2205342778402695,Priority 3,Yes
1335-MXCSE,Male,0,Yes,Yes,55,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),55.25,3119.9,0.0338026820979714,Low Risk,0.4652631578947368,0.163240824837001,Priority 3,No
8873-TMKGR,Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.1,529.5,0.0232023607654085,Low Risk,0.1608421052631579,0.0644942841147333,Priority 3,No
8800-JOOCF,Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.05,966.55,0.7260371776656421,High Risk,0.7077894736842105,0.7205628664712126,Priority 1,No
1469-LBJQJ,Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.2,6936.85,0.4428043214382031,Medium Risk,0.8858947368421053,0.5757314460593738,Priority 2,No
4958-XCBDQ,Male,1,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,3496.3,0.6174221504719886,High Risk,0.8538947368421053,0.6883639263830235,Priority 2,Yes
8337-UPOAQ,Male,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.8,914.3,0.769722143258639,High Risk,0.7562105263157894,0.7656686581757841,Priority 1,Yes
0064-YIJGF,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.75,1929.0,0.2563978866350095,Low Risk,0.6378947368421053,0.3708469416971383,Priority 3,No
2386-OWURY,Female,0,No,No,58,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.3,5817.7,0.2705930956523344,Low Risk,0.8025263157894736,0.4301730616934761,Priority 3,No
1725-IQNIY,Male,0,Yes,No,54,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.75,6110.2,0.1819833501537705,Low Risk,0.9242105263157896,0.4046515030023762,Priority 3,Yes
0310-VQXAM,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,178.8,0.0939250883083395,Low Risk,0.1671578947368421,0.1158949302368903,Priority 3,No
6598-RFFVI,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,28.3,0.0870615876741977,Low Risk,0.1625263157894736,0.1097010061087805,Priority 3,Yes
3453-RTHJQ,Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,435.0,0.6309525122457817,High Risk,0.5818947368421052,0.6162351796246788,Priority 2,No
6712-OAWRH,Female,1,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.25,2351.8,0.5105334941838949,Medium Risk,0.7684210526315789,0.5878997617182001,Priority 2,Yes
6278-FEPBZ,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,186.15,0.0958721578833835,Low Risk,0.1705263157894737,0.1182684052552105,Priority 3,No
4280-DLSHD,Male,0,Yes,No,8,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,54.75,445.85,0.2745795759824643,Low Risk,0.4610526315789474,0.3305214926614092,Priority 3,No
1508-DFXCU,Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.45,912.0,0.6083089510282831,High Risk,0.6858947368421053,0.6315846867724297,Priority 2,No
8614-VGMMV,Female,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.1,679.55,0.4942882147644373,Medium Risk,0.4134736842105263,0.470043855598264,Priority 3,Yes
7868-BGSZA,Male,0,Yes,No,43,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,80.2,3581.6,0.1260077038669313,Low Risk,0.6753684210526316,0.2908159190226413,Priority 3,No
2800-QQUSO,Male,0,No,No,42,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.3,4222.95,0.6532730293228065,High Risk,0.8446315789473684,0.710680594210175,Priority 1,No
2930-UOTMB,Female,0,No,No,31,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),65.25,1994.3,0.08120087767366,Low Risk,0.5494736842105263,0.2216827196347199,Priority 3,Yes
7973-DZRKH,Female,0,No,Yes,66,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),90.95,5930.05,0.0225844464834331,Low Risk,0.7658947368421053,0.2455775335910348,Priority 3,No
5914-DVBWJ,Female,1,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.45,1505.85,0.597985510548639,Medium Risk,0.7195789473684211,0.6344635415945736,Priority 2,Yes
7698-YFGEZ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,20.0,0.3894893773109923,Medium Risk,0.1684210526315789,0.3231688799071683,Priority 3,No
2533-QVMSK,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,94.1,5638.3,0.0861452620300411,Low Risk,0.7924210526315789,0.2980279992105024,Priority 3,Yes
9773-PEQBZ,Male,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,79.85,797.25,0.5677812909400256,Medium Risk,0.6724210526315789,0.5991732194474916,Priority 2,No
8644-XLFBW,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,71.65,0.804233345528431,Very High Risk,0.6033684210526317,0.7439738681856911,Priority 1,Yes
0650-BWOZN,Female,1,No,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.55,1359.45,0.4951460483259022,Medium Risk,0.6193684210526316,0.532412760143921,Priority 2,No
8625-AZYZY,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.65,2542.45,0.7033716526902135,High Risk,0.8812631578947369,0.7567391042515705,Priority 1,Yes
7785-RDVIG,Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.3,54.7,0.0919303616144428,Low Risk,0.1625263157894736,0.1131091478669521,Priority 3,No
9602-WCXPI,Male,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.15,989.05,0.0334370195056227,Low Risk,0.1696842105263157,0.0743111768118306,Priority 3,No
2903-YYTBW,Male,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.55,44.55,0.5314342832120886,Medium Risk,0.3751578947368421,0.4845513666695146,Priority 3,No
3620-MWJNE,Male,0,No,No,2,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,54.45,87.3,0.1946795485056116,Low Risk,0.4585263157894737,0.2738335786907702,Priority 3,No
8573-JGCZW,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.65,351.55,0.0460135185704332,Low Risk,0.1654736842105263,0.0818515682624611,Priority 3,No
6837-HAEVO,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,105.0,7297.75,0.1593844048824768,Low Risk,0.8842105263157894,0.3768322413124705,Priority 3,No
6701-YVNQG,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.7,6301.7,0.0189680432093626,Low Risk,0.7469473684210527,0.2373618407728696,Priority 3,No
9306-CPCBC,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.25,210.3,0.7584093502906109,High Risk,0.6252631578947369,0.7184654925718487,Priority 1,Yes
4304-XUMGI,Male,1,Yes,Yes,50,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),75.15,3822.45,0.034500285431747,Low Risk,0.632842105263158,0.2140028313811703,Priority 3,No
9504-YAZWB,Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.25,1048.45,0.0186908609016361,Low Risk,0.1705263157894737,0.0642414973679874,Priority 3,No
8819-ZBYNA,Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.1,6393.65,0.1245005803704333,Low Risk,0.9187368421052632,0.3627714588908822,Priority 3,No
6174-NRBTZ,Male,0,No,No,46,No,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),30.75,1489.3,0.0616095399049248,Low Risk,0.2589473684210526,0.1208108884597632,Priority 3,No
9481-IEBZY,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),112.9,8061.5,0.0893217547302723,Low Risk,0.9507368421052632,0.3477462809427696,Priority 3,No
1833-VGRUM,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.2,74.2,0.8820401218565653,Very High Risk,0.6248421052631579,0.804880716878543,Priority 1,Yes
6137-NICCO,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,94.05,518.75,0.7962065106719396,High Risk,0.7919999999999999,0.7949445574703577,Priority 1,No
9065-ZCPQX,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),78.85,5763.15,0.0161244160225416,Low Risk,0.6639999999999999,0.2104870912157791,Priority 3,No
6402-EJMWF,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,55.3,238.5,0.3688302818879323,Medium Risk,0.4656842105263157,0.3978864604794473,Priority 3,No
3620-EHIMZ,Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,1031.7,0.0169173175603069,Low Risk,0.1629473684210526,0.0607263328185306,Priority 3,No
3213-VVOLG,Male,0,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.35,0.0,0.0421526827013608,Low Risk,0.2134736842105263,0.0935489831541104,Priority 3,No
6870-ECSHE,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.45,34.8,0.0378060317435381,Low Risk,0.1722105263157894,0.0781273801152135,Priority 3,No
8747-UDCOI,Female,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,1319.95,0.0164104895626274,Low Risk,0.1629473684210526,0.060371553220155,Priority 3,No
8374-XGEJJ,Male,1,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.0,4388.4,0.6683999550446699,High Risk,0.8505263157894737,0.7230378632681109,Priority 1,Yes
2656-TABEH,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,420.2,0.8517895716757135,Very High Risk,0.8437894736842105,0.8493895422782625,Priority 1,Yes
6946-LMSQS,Male,1,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,89.05,2177.45,0.1675043194660617,Low Risk,0.7498947368421053,0.3422214446788748,Priority 3,Yes
4626-OZDTJ,Female,0,Yes,No,51,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),78.65,3950.85,0.0935248470214193,Low Risk,0.6623157894736843,0.2641621297570988,Priority 3,No
9169-BSVIN,Male,0,No,No,12,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),74.75,827.05,0.2492486354719844,Low Risk,0.6294736842105263,0.363316150093547,Priority 3,No
2325-ZUSFD,Female,0,Yes,Yes,57,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),70.1,3913.3,0.0612173924105066,Low Risk,0.5903157894736841,0.2199469115294598,Priority 3,Yes
8194-PEEBY,Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,533.5,0.0340825179508822,Low Risk,0.167578947368421,0.0741314467761438,Priority 3,No
6872-HXFNF,Female,0,Yes,No,64,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),58.35,3756.45,0.0446287378424983,Low Risk,0.4913684210526315,0.1786506428055383,Priority 3,No
3932-CMDTD,Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,105.65,443.9,0.3587277033581849,Medium Risk,0.8896842105263159,0.5180146555086242,Priority 2,Yes
7714-YXSMB,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.5,2599.95,0.4805800249363033,Medium Risk,0.8463157894736842,0.5903007542975176,Priority 2,No
8387-UGUSU,Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,284.3,0.0759227119353773,Low Risk,0.1688421052631579,0.1037985299337115,Priority 3,No
1080-BWSYE,Male,1,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.65,1740.8,0.0211226572224871,Low Risk,0.216,0.079585860055741,Priority 3,No
4039-HEUNW,Male,1,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.5,3436.1,0.5341596394718644,Medium Risk,0.8126315789473684,0.6177012213145155,Priority 2,Yes
1194-HVAIF,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),95.0,2462.55,0.3809782696115399,Medium Risk,0.8,0.5066847887280779,Priority 2,No
